code,净值日期,累计净值,return
515650,2020-04-15,0.9603,-0.011935384298796148
515650,2020-04-16,0.9591,-0.0012496094970322336
515650,2020-04-17,0.9702,0.011573350015639638
515650,2020-04-20,0.9755,0.005462791177077042
515650,2020-04-21,0.9605,-0.015376729882111806
515650,2020-04-22,0.983,0.02342529932326909
515650,2020-04-23,0.9902,0.007324516785350843
515650,2020-04-24,0.9886,-0.0016158351848111208
515650,2020-04-27,0.9923,0.0037426663969248875
515650,2020-04-28,1.0088,0.01662803587624717
515650,2020-04-29,1.0012,-0.007533703409991932
515650,2020-04-30,1.0031,0.001897722732720819
515650,2020-05-06,1.0123,0.009171568138769626
515650,2020-05-07,1.0185,0.006124666600810125
515650,2020-05-08,1.0372,0.018360333824251285
515650,2020-05-11,1.0381,0.0008677207867335834
515650,2020-05-12,1.0497,0.011174260668529001
515650,2020-05-13,1.0555,0.005525388206154114
515650,2020-05-14,1.0496,-0.005589767882520191
515650,2020-05-15,1.0393,-0.00981326219512213
515650,2020-05-18,1.0555,0.015587414605984895
515650,2020-05-19,1.0639,0.007958313595452404
515650,2020-05-20,1.058,-0.005545633988156773
515650,2020-05-21,1.0575,-0.0004725897920604405
515650,2020-05-22,1.0276,-0.028274231678487083
515650,2020-05-25,1.0409,0.012942779291553075
515650,2020-05-26,1.0577,0.01613987895090796
515650,2020-05-27,1.0538,-0.00368724591093883
515650,2020-05-28,1.0527,-0.001043841336117013
515650,2020-05-29,1.0686,0.015104018238814465
515650,2020-06-01,1.0987,0.028167696050907853
515650,2020-06-02,1.0935,-0.004732866114499079
515650,2020-06-03,1.0886,-0.004481024234110564
515650,2020-06-04,1.0969,0.007624471798640453
515650,2020-06-05,1.1065,0.008751937277782895
515650,2020-06-08,1.1181,0.010483506552191546
515650,2020-06-09,1.1281,0.008943743851176134
515650,2020-06-10,1.1251,-0.0026593387111072397
515650,2020-06-11,1.1105,-0.01297662430006219
515650,2020-06-12,1.1215,0.009905447996398031
515650,2020-06-15,1.099,-0.020062416406598227
515650,2020-06-16,1.1148,0.014376706096451253
515650,2020-06-17,1.1115,-0.00296017222820244
